schema_version,model,seed,season,k,rank,delta,covered_cells,jointly_empty_cells,total_cells
1,base-rate-only,-1,2012,1,rank_in_slot,0.078431372549,51,0,51
1,base-rate-only,-1,2012,3,rank_in_slot,0.0849673202614,51,0,51
1,base-rate-only,-1,2012,5,rank_in_slot,1.08845394571e-17,51,0,51
1,base-rate-only,-1,2012,10,rank_in_slot,-0.0235294117647,51,0,51
1,current-season-rate,-1,2012,1,rank_available,0.0980392156863,51,0,51
1,current-season-rate,-1,2012,3,rank_available,0.0915032679739,51,0,51
1,current-season-rate,-1,2012,5,rank_available,0.0313725490196,51,0,51
1,current-season-rate,-1,2012,10,rank_available,-0.0921568627451,51,0,51
1,current-season-rate,-1,2012,1,rank_in_slot,-0.156862745098,51,0,51
1,current-season-rate,-1,2012,3,rank_in_slot,-0.137254901961,51,0,51
1,current-season-rate,-1,2012,5,rank_in_slot,-0.0588235294118,51,0,51
1,current-season-rate,-1,2012,10,rank_in_slot,-0.0705882352941,51,0,51
1,historical-rate,-1,2012,1,rank_available,-0.254901960784,51,0,51
1,historical-rate,-1,2012,3,rank_available,-0.0718954248366,51,0,51
1,historical-rate,-1,2012,5,rank_available,-0.0705882352941,51,0,51
1,historical-rate,-1,2012,10,rank_available,-0.0588235294118,51,0,51
1,historical-rate,-1,2012,1,rank_in_slot,-0.0392156862745,51,0,51
1,historical-rate,-1,2012,3,rank_in_slot,-0.0130718954248,51,0,51
1,historical-rate,-1,2012,5,rank_in_slot,-0.0470588235294,51,0,51
1,historical-rate,-1,2012,10,rank_in_slot,-0.0529411764706,51,0,51
1,no-vegas,-1,2012,1,rank_available,0,51,0,51
1,no-vegas,-1,2012,3,rank_available,0.0849673202614,51,0,51
1,no-vegas,-1,2012,5,rank_available,0.0313725490196,51,0,51
1,no-vegas,-1,2012,10,rank_available,0.0137254901961,51,0,51
1,no-vegas,-1,2012,1,rank_in_slot,-0.0588235294118,51,0,51
1,no-vegas,-1,2012,3,rank_in_slot,-0.0718954248366,51,0,51
1,no-vegas,-1,2012,5,rank_in_slot,0.0274509803922,51,0,51
1,no-vegas,-1,2012,10,rank_in_slot,0.00392156862745,51,0,51
1,player-vegas,-1,2012,1,rank_available,0.0588235294118,51,0,51
