schema_version,population,axis,level,horizon,intercept,slope,se_intercept,se_slope,slope_lo,slope_hi,n,clusters,fit_status,reason,converged,iterations,cluster_se
1,all_eligible,rate_bin,"(1.0, inf]",0,-0.153976243886,0.978682317381,0.0334717959348,0.0402045986469,0.899881304034,1.05748333073,6893,753,ok,,True,6,True
1,all_eligible,availability,full,0,-0.107346009509,0.86587101115,0.010212796529,0.00794400027741,0.850300770606,0.881441251693,98471,8818,ok,,True,7,True
1,all_eligible,availability,questionable,0,-0.299917957939,0.828718607884,0.0557228510583,0.0397487959045,0.750810967911,0.906626247857,4556,2568,ok,,True,8,True
1,all_eligible,overall,all,1,-0.139382859009,0.838840995164,0.00746011590042,0.00564071454254,0.82778519466,0.849896795667,92781,92781,ok,,True,7,True
1,all_eligible,position,QB,1,0.000418212843894,0.691043442192,0.0109286314407,0.0124278453181,0.666684865368,0.715402019015,14289,14289,ok,,True,7,True
1,all_eligible,position,RB,1,-0.20092857646,0.841399790175,0.0239862106859,0.0171154004974,0.8078536052,0.87494597515,21867,21867,ok,,True,8,True
1,all_eligible,position,WR,1,-0.302060590446,0.758732627163,0.02601540141,0.0155789551649,0.72819787504,0.789267379286,31883,31883,ok,,True,8,True
1,all_eligible,position,TE,1,-0.485931909308,0.746950812849,0.0447152577195,0.0227179747982,0.702423582244,0.791478043453,18810,18810,ok,,True,8,True
1,all_eligible,position,unknown,1,-0.157513631379,0.850776073962,0.0280909152424,0.0222734637714,0.80712008497,0.894432062954,5932,5932,ok,,True,7,True
1,all_eligible,rate_bin,"(-0.001, 0.05]",1,-1.41406368919,0.392939382198,0.441601322974,0.132740613607,0.132767779528,0.653110984868,12121,12121,ok,,True,8,True
1,all_eligible,rate_bin,"(0.05, 0.1]",1,-0.146531388009,0.846114591901,0.320585022607,0.12301280918,0.605009485909,1.08721969789,23001,23001,ok,,True,8,True
1,all_eligible,rate_bin,"(0.1, 0.15]",1,0.807553753013,1.27498325445,0.414561378208,0.198342503519,0.886231947554,1.66373456135,14851,14851,ok,,True,8,True
1,all_eligible,rate_bin,"(0.15, 0.2]",1,0.523976797407,1.20781824652,0.546032594209,0.311957425571,0.596381692401,1.81925480064,9603,9603,ok,,True,7,True
1,all_eligible,rate_bin,"(0.2, 0.3]",1,-0.785647550588,0.361255410448,0.246493797553,0.174891710595,0.0184676576814,0.704043163215,10777,10777,ok,,True,7,True
1,all_eligible,rate_bin,"(0.3, 0.4]",1,-0.447817790205,0.572624279745,0.297689859532,0.281174824309,0.0215216240987,1.12372693539,6118,6118,ok,,True,6,True
1,all_eligible,rate_bin,"(0.4, 0.6]",1,-0.42817290176,0.553941644385,0.124051906003,0.169018966737,0.222664469582,0.885218819189,5980,5980,ok,,True,6,True
1,all_eligible,rate_bin,"(0.6, 0.8]",1,-0.189313016143,1.06848897959,0.129683681214,0.338093229648,0.405826249477,1.7311517097,2508,2508,ok,,True,6,True
1,all_eligible,rate_bin,"(0.8, 1.0]",1,-0.419123321068,0.0846213605522,0.0753268972383,0.55372465291,-1.00067895915,1.16992168026,1402,1402,ok,,True,5,True
1,all_eligible,rate_bin,"(1.0, inf]",1,-0.178312489513,0.981703642203,0.0234007270433,0.0326509372383,0.917707805216,1.04569947919,6420,6420,ok,,True,6,True
1,all_eligible,availability,full,1,-0.139382859009,0.838840995164,0.00746011590042,0.00564071454254,0.82778519466,0.849896795667,92781,92781,ok,,True,7,True
1,all_eligible,overall,all,2-3,-0.143264028705,0.818479304592,0.00792689361689,0.00592339968122,0.806869441216,0.830089167967,161246,85974,ok,,True,7,True
1,all_eligible,position,QB,2-3,0.00751884746815,0.655473106548,0.0112259910731,0.0124331835391,0.631104066811,0.679842146285,24921,14131,ok,,True,7,True
1,all_eligible,position,RB,2-3,-0.20739950225,0.81084037519,0.0248649025138,0.0174957387939,0.776548727154,0.845132023226,37493,21550,ok,,True,8,True
1,all_eligible,position,WR,2-3,-0.331562388567,0.736115031659,0.027079216516,0.016156582893,0.704448129189,0.76778193413,54873,31552,ok,,True,8,True
1,all_eligible,position,TE,2-3,-0.518367006545,0.720172515461,0.0460160817523,0.0233513594563,0.674403850927,0.765941179996,32518,18593,ok,,True,8,True
1,all_eligible,position,unknown,2-3,-0.134521845695,0.84441741851,0.0202632324982,0.0157617430056,0.813524402219,0.875310434801,11441,11441,ok,,True,7,True
1,all_eligible,rate_bin,"(-0.001, 0.05]",2-3,-1.39434998766,0.374556957697,0.436477089761,0.132109663854,0.115622016543,0.633491898852,20383,11986,ok,,True,8,True
1,all_eligible,rate_bin,"(0.05, 0.1]",2-3,-0.238897656011,0.788617647221,0.288187990722,0.110992452514,0.571072440293,1.00616285415,39779,24580,ok,,True,8,True
1,all_eligible,rate_bin,"(0.1, 0.15]",2-3,-0.172980317829,0.789841317968,0.359068328303,0.171437818351,0.453823193999,1.12585944194,25909,17407,ok,,True,7,True
1,all_eligible,rate_bin,"(0.15, 0.2]",2-3,-0.805942683111,0.41167634374,0.490669288378,0.279768981347,-0.136670859699,0.960023547179,16951,11740,ok,,True,7,True
1,all_eligible,rate_bin,"(0.2, 0.3]",2-3,-0.232274982169,0.747786189494,0.221196395172,0.157341667503,0.439396521188,1.0561758578,18896,12621,ok,,True,7,True
1,all_eligible,rate_bin,"(0.3, 0.4]",2-3,-0.498986402866,0.509906921416,0.239508290287,0.224991236834,0.0689240972217,0.95088974561,10595,7446,ok,,True,6,True
1,all_eligible,rate_bin,"(0.4, 0.6]",2-3,-0.228804847459,0.851763594195,0.110237651082,0.150276823567,0.557221020004,1.14630616839,10585,6870,ok,,True,6,True
1,all_eligible,rate_bin,"(0.6, 0.8]",2-3,-0.401906832283,0.557886159831,0.115913701146,0.297962683685,-0.0261207001925,1.14189301985,4305,2932,ok,,True,6,True
1,all_eligible,rate_bin,"(0.8, 1.0]",2-3,-0.328678310497,0.609958492091,0.0637268414709,0.476514571074,-0.324010067213,1.5439270514,2488,1712,ok,,True,6,True
1,all_eligible,rate_bin,"(1.0, inf]",2-3,-0.204013624894,1.00614212258,0.0241903432486,0.0336752617784,0.94013860949,1.07214563566,11355,6248,ok,,True,6,True
1,all_eligible,availability,full,2-3,-0.143264028705,0.818479304592,0.00792689361689,0.00592339968122,0.806869441216,0.830089167967,161246,85974,ok,,True,7,True
1,all_eligible,overall,all,4-6,-0.154104755632,0.795113043852,0.00890930985279,0.006614768456,0.782148097678,0.808077990026,193238,72864,ok,,True,7,True
1,all_eligible,position,QB,4-6,0.0133948036782,0.620330958119,0.0121959612664,0.0133353395769,0.594193692548,0.646468223689,29897,12048,ok,,True,7,True
1,all_eligible,position,RB,4-6,-0.247358348106,0.769315414575,0.0275959920207,0.0191833559349,0.731716036942,0.806914792207,44175,18206,ok,,True,7,True
1,all_eligible,position,WR,4-6,-0.374603441264,0.70525498789,0.0299385912663,0.017732356347,0.67049956945,0.74001040633,64842,26780,ok,,True,8,True
1,all_eligible,position,TE,4-6,-0.541044610905,0.70587867045,0.05029080897,0.0255440227113,0.655812385936,0.755944954964,38526,15755,ok,,True,8,True
1,all_eligible,position,unknown,4-6,-0.142457586635,0.790098761057,0.0180690142218,0.0135268739796,0.763586088057,0.816611434057,15798,15798,ok,,True,7,True
1,all_eligible,rate_bin,"(-0.001, 0.05]",4-6,-1.00596813506,0.453856322402,0.477423004517,0.145864832672,0.167961250364,0.739751394439,22995,10292,ok,,True,8,True
1,all_eligible,rate_bin,"(0.05, 0.1]",4-6,-0.214632477581,0.774771870896,0.294325237454,0.11355265849,0.552208660255,0.997335081536,47321,22624,ok,,True,8,True
1,all_eligible,rate_bin,"(0.1, 0.15]",4-6,-0.00883288310841,0.84404219943,0.36001080857,0.171349315081,0.508197541872,1.17988685699,31453,17305,ok,,True,7,True
1,all_eligible,rate_bin,"(0.15, 0.2]",4-6,-0.498977541819,0.579193939924,0.433597383117,0.248047906814,0.0930200425681,1.06536783728,20876,12153,ok,,True,7,True
1,all_eligible,rate_bin,"(0.2, 0.3]",4-6,-0.144886723733,0.815190246996,0.206157540037,0.147010062742,0.527050524022,1.10332996997,23233,12651,ok,,True,7,True
1,all_eligible,rate_bin,"(0.3, 0.4]",4-6,-0.182987794229,0.798265761656,0.217513614638,0.204913328755,0.396635637297,1.19989588602,12772,7626,ok,,True,6,True
1,all_eligible,rate_bin,"(0.4, 0.6]",4-6,-0.205719123129,0.892455457979,0.111439325252,0.15092560461,0.596641272943,1.18826964302,12493,6577,ok,,True,6,True
1,all_eligible,rate_bin,"(0.6, 0.8]",4-6,-0.418878963691,0.507460435548,0.112025057596,0.284297723537,-0.0497631025838,1.06468397368,5383,2936,ok,,True,6,True
1,all_eligible,rate_bin,"(0.8, 1.0]",4-6,-0.420283241545,0.266910122331,0.0686050295108,0.488445410687,-0.690442882615,1.22426312728,2875,1651,ok,,True,6,True
1,all_eligible,rate_bin,"(1.0, inf]",4-6,-0.219545968665,1.00752350212,0.0267167521578,0.0373307768493,0.934355179499,1.08069182475,13837,5515,ok,,True,6,True
1,all_eligible,availability,full,4-6,-0.154104755632,0.795113043852,0.00890930985279,0.006614768456,0.782148097678,0.808077990026,193238,72864,ok,,True,7,True
1,all_eligible,overall,all,7+,-0.183860307289,0.749939950665,0.0115818404736,0.00831476584726,0.733643009605,0.766236891726,304284,57183,ok,,True,7,True
1,all_eligible,position,QB,7+,0.0198655995527,0.538077873347,0.0150738030267,0.015166457382,0.508351616878,0.567804129815,48842,9394,ok,,True,6,True
1,all_eligible,position,RB,7+,-0.315234818853,0.692983630787,0.0339527470343,0.0226800772653,0.648530679347,0.737436582227,72164,14431,ok,,True,7,True
1,all_eligible,position,WR,7+,-0.439194824814,0.658391490302,0.037188431095,0.0220531103894,0.615167393938,0.701615586665,105211,21052,ok,,True,7,True
1,all_eligible,position,TE,7+,-0.653136846098,0.645761262882,0.0615479011908,0.0310428874421,0.584917203495,0.706605322268,62656,12389,ok,,True,8,True
1,all_eligible,position,unknown,7+,-0.187840928872,0.766435152845,0.0191219894352,0.0140578869828,0.738881694359,0.793988611332,15411,15410,ok,,True,7,True
1,all_eligible,rate_bin,"(-0.001, 0.05]",7+,-0.432650271717,0.591253359886,0.586060012083,0.183565920433,0.231464155838,0.951042563934,30283,8738,ok,,True,8,True
1,all_eligible,rate_bin,"(0.05, 0.1]",7+,-0.560077285069,0.595980347476,0.256648693826,0.0990876973856,0.4017684606,0.790192234352,74351,22768,ok,,True,8,True
1,all_eligible,rate_bin,"(0.1, 0.15]",7+,0.435991112344,1.02208253525,0.285495232325,0.135023653378,0.757436174633,1.28672889587,52628,20724,ok,,True,7,True
1,all_eligible,rate_bin,"(0.15, 0.2]",7+,0.0638982952282,0.879253473303,0.369538968858,0.211157152271,0.465385454853,1.29312149175,33556,14641,ok,,True,7,True
1,all_eligible,rate_bin,"(0.2, 0.3]",7+,-0.419540374081,0.598537809784,0.170971356944,0.122174248053,0.359076283599,0.837999335969,38245,14373,ok,,True,7,True
1,all_eligible,rate_bin,"(0.3, 0.4]",7+,-0.378021236278,0.643063459496,0.181155443235,0.169587867411,0.310671239371,0.975455679622,20613,9082,ok,,True,7,True
1,all_eligible,rate_bin,"(0.4, 0.6]",7+,-0.485431917295,0.525531770376,0.0951127140935,0.125575570714,0.279403651776,0.771659888976,20229,7342,ok,,True,6,True
1,all_eligible,rate_bin,"(0.6, 0.8]",7+,-0.436192740191,0.504335658574,0.0950748386716,0.233937384888,0.0458183841934,0.962852932955,8121,3287,ok,,True,6,True
1,all_eligible,rate_bin,"(0.8, 1.0]",7+,-0.421734002514,0.67564357768,0.0605322150887,0.396098444715,-0.100709373961,1.45199652932,4399,1920,ok,,True,6,True
1,all_eligible,rate_bin,"(1.0, inf]",7+,-0.245999271538,0.982274327699,0.0320062503786,0.0451040629823,0.893870364254,1.07067829114,21859,4771,ok,,True,6,True
1,all_eligible,availability,full,7+,-0.183860307289,0.749939950665,0.0115818404736,0.00831476584726,0.733643009605,0.766236891726,304284,57183,ok,,True,7,True
1,available,overall,all,0,-0.11403121017,0.862554777099,0.0138569046022,0.00957036254484,0.843796866511,0.881312687686,97622,8827,ok,,True,8,True
1,available,position,QB,0,-0.0281668468492,0.715650357821,0.0218318416058,0.0295131894777,0.657804506445,0.773496209198,14855,1333,ok,,True,7,True
1,available,position,RB,0,-0.0831542888094,0.924672149479,0.0295960654839,0.0205058630267,0.884480657947,0.964863641011,24248,2285,ok,,True,8,True
1,available,position,WR,0,-0.197030536541,0.821851476185,0.0280091702747,0.0169374729941,0.788654029116,0.855048923253,36659,3362,ok,,True,8,True
1,available,position,TE,0,-0.347602882882,0.82079922777,0.0470378282126,0.0240920318429,0.773578845358,0.868019610183,21860,1874,ok,,True,8,True
1,available,rate_bin,"(-0.001, 0.05]",0,-1.86689303524,0.283146905719,0.469789157712,0.139363966425,0.00999353152636,0.556300279912,14029,2591,ok,,True,9,True
1,available,rate_bin,"(0.05, 0.1]",0,0.457510114861,1.1021270541,0.345438944472,0.134572449181,0.838365053708,1.3658890545,26007,4972,ok,,True,8,True
1,available,rate_bin,"(0.1, 0.15]",0,0.75939098025,1.29960304463,0.437904645735,0.207687599734,0.892535349148,1.70667074011,16876,4598,ok,,True,8,True
1,available,rate_bin,"(0.15, 0.2]",0,0.305809857028,1.07470074728,0.525417285566,0.299789878825,0.48711258478,1.66228890977,10495,3227,ok,,True,7,True
1,available,rate_bin,"(0.2, 0.3]",0,-0.182851067965,0.782525408054,0.256245863313,0.183953994293,0.421975579239,1.14307523687,11678,2852,ok,,True,7,True
1,available,rate_bin,"(0.3, 0.4]",0,-0.00640121811417,0.949996036809,0.273972476713,0.259928394648,0.440536383299,1.45945569032,6208,1802,ok,,True,6,True
1,available,rate_bin,"(0.4, 0.6]",0,-0.358004010914,0.622790172828,0.139719826169,0.185531224047,0.259148973696,0.98643137196,5232,1374,ok,,True,6,True
1,available,rate_bin,"(0.6, 0.8]",0,-0.134807642075,1.09218201151,0.16654571567,0.417137210854,0.274593078239,1.90977094479,1578,704,ok,,True,6,True
1,available,rate_bin,"(0.8, 1.0]",0,-0.376017633593,-0.671459481628,0.0979188689823,0.665055065844,-1.97496741068,0.632048447425,861,426,ok,,True,5,True
1,available,rate_bin,"(1.0, inf]",0,-0.17604604663,1.04570773801,0.0454369395242,0.0680243354108,0.912380040602,1.17903543541,4658,688,ok,,True,6,True
1,available,availability,full,0,-0.109341706444,0.862300855567,0.0139702576033,0.00962231111418,0.843441125783,0.881160585351,93399,8817,ok,,True,8,True
1,available,availability,questionable,0,-0.277001316265,0.832771127855,0.074022778022,0.0483709348994,0.737964095452,0.927578160258,4223,2427,ok,,True,8,True
1,depleted,overall,all,0,-0.155515865562,0.9498009164,0.0164001670933,0.0213907791324,0.9078749893,0.991726843499,5405,727,ok,,True,6,True
1,depleted,position,QB,0,0.122576485306,0.659375247479,0.0682327585363,0.0751856101246,0.512011451635,0.806739043323,1835,241,ok,,True,6,True
1,depleted,position,RB,0,-0.222687017873,0.666445504589,0.0319265640155,0.0705838727668,0.528101113966,0.804789895212,1769,243,ok,,True,6,True
1,depleted,position,WR,0,-0.437361908309,0.485803815189,0.0596955574003,0.112868708274,0.264581146973,0.707026483405,1445,190,ok,,True,6,True
1,depleted,position,TE,0,-0.537865064687,0.643775460172,0.0727394957815,0.244750368919,0.164064737091,1.12348618325,356,53,ok,,True,6,True
1,depleted,rate_bin,"(0.1, 0.15]",0,,,,,,,2,1,unsupported,n <= 2 for a two-parameter fit,False,0,False
1,depleted,rate_bin,"(0.15, 0.2]",0,-36.2868777837,-20.9010760271,,,,,8,5,ok,cluster SEs suppressed: 5 < 30,True,8,False
1,depleted,rate_bin,"(0.2, 0.3]",0,-1.14067528318,-0.0730733203088,3.6290089051,2.69709572716,-5.35938094555,5.21323430493,51,33,ok,,True,6,True
1,depleted,rate_bin,"(0.3, 0.4]",0,-0.657716088373,0.0945433292551,1.32126242166,1.31630190437,-2.48540840332,2.67449506183,219,105,ok,,True,6,True
1,depleted,rate_bin,"(0.4, 0.6]",0,-0.407527512044,0.607258429834,0.278318108257,0.409523861055,-0.195408337833,1.4099251975,1095,348,ok,,True,6,True
1,depleted,rate_bin,"(0.6, 0.8]",0,-0.325892599391,0.508457332629,0.183641399545,0.490177726649,-0.452291011602,1.46920567686,1146,346,ok,,True,6,True
1,depleted,rate_bin,"(0.8, 1.0]",0,-0.254353988943,1.08016089398,0.0967498622926,0.708908836595,-0.309300425748,2.4696222137,649,219,ok,,True,6,True
1,depleted,rate_bin,"(1.0, inf]",0,-0.153317320983,0.958219329572,0.0399313342314,0.0447336396009,0.870541395954,1.04589726319,2235,354,ok,,True,6,True
1,depleted,availability,full,0,-0.142499903262,0.937390925377,0.0170864198307,0.0222829209384,0.893716400337,0.981065450416,5072,717,ok,,True,6,True
1,depleted,availability,questionable,0,-0.361176682975,1.01892076388,0.0779909538858,0.116698739891,0.790191233689,1.24765029406,333,189,ok,,True,6,True
1,common_top1,overall,all,0,-0.218994945503,1.03762315084,0.0423214934439,0.0584596780439,0.923042181876,1.15220411981,780,780,ok,,True,6,True
1,common_top1,position,QB,0,-0.0229238095969,0.817651045761,0.178928627981,0.209920245254,0.406207365063,1.22909472646,260,260,ok,,True,6,True
1,common_top1,position,RB,0,-0.217751381526,0.389039622337,0.0884401058024,0.268598720855,-0.13741387054,0.915493115213,260,260,ok,,True,5,True
1,common_top1,position,WR,0,-0.223458872206,1.76702185325,0.168857435552,0.528221804099,0.731707117211,2.80233658928,203,203,ok,,True,6,True
1,common_top1,position,TE,0,-0.515802224585,0.548529128292,0.308425940018,0.714316263946,-0.851530749042,1.94858900563,57,57,ok,,True,6,True
1,common_top1,rate_bin,"(0.4, 0.6]",0,-1.07150577961,-0.368708759205,2.08643024927,3.47873809493,-7.18703542526,6.44961790685,84,84,ok,,True,6,True
1,common_top1,rate_bin,"(0.6, 0.8]",0,0.0810495401585,1.96682185584,0.403925892433,1.14876589556,-0.284759299462,4.21840301115,247,247,ok,,True,6,True
1,common_top1,rate_bin,"(0.8, 1.0]",0,-0.205717146196,0.628172143656,0.186384510256,1.4106265691,-2.13665593179,3.3930002191,128,128,ok,,True,5,True
1,common_top1,rate_bin,"(1.0, inf]",0,-0.23990634931,1.05942694135,0.125333673467,0.15080098372,0.763857013257,1.35499686944,321,321,ok,,True,6,True
1,common_top1,availability,full,0,-0.222045716725,1.03835228325,0.0426019176499,0.0590065426307,0.922699459689,1.1540051068,767,767,ok,,True,6,True
1,common_top1,availability,questionable,0,0.427394821312,3.2560648216,,,,,13,13,ok,cluster SEs suppressed: 13 < 30,True,7,False
1,common_top3,overall,all,0,-0.159654090683,0.988766788497,0.0254887596556,0.0369433776177,0.916357768366,1.06117580863,2340,1087,ok,,True,6,True
1,common_top3,position,QB,0,0.07972221945,0.696155535081,0.11054331343,0.139918263328,0.421915738957,0.970395331205,780,332,ok,,True,6,True
1,common_top3,position,RB,0,-0.249749403101,0.469412982528,0.0759236461486,0.178460930223,0.11962955929,0.819196405766,780,366,ok,,True,6,True
1,common_top3,position,WR,0,-0.515375943031,0.517563573684,0.159580828573,0.361779016892,-0.191523299425,1.22665044679,606,305,ok,,True,6,True
1,common_top3,position,TE,0,-0.329186204108,0.959018288564,0.28162464471,0.571958445491,-0.162020264598,2.08005684173,174,84,ok,,True,6,True
1,common_top3,rate_bin,"(0.3, 0.4]",0,-50.2518409112,-53.6186543412,,,,,3,3,ok,cluster SEs suppressed: 3 < 30,True,6,False
1,common_top3,rate_bin,"(0.4, 0.6]",0,-1.59120749659,-1.32051342679,0.46613357233,0.722073504502,-2.73577749561,0.0947506420387,511,330,ok,,True,6,True
1,common_top3,rate_bin,"(0.6, 0.8]",0,-0.140199147721,1.22464992978,0.256089728786,0.66870038167,-0.086002818297,2.53530267785,724,440,ok,,True,6,True
1,common_top3,rate_bin,"(0.8, 1.0]",0,-0.338394656318,-0.440895055052,0.151542040114,1.01492105741,-2.43014032758,1.54835021747,230,180,ok,,True,5,True
1,common_top3,rate_bin,"(1.0, inf]",0,-0.0960567033333,0.912281610988,0.0861600114964,0.109634467738,0.697398054222,1.12716516775,872,404,ok,,True,6,True
1,common_top3,availability,full,0,-0.155846022411,0.982741842203,0.0258913783251,0.0376091322799,0.909027942934,1.05645574147,2274,1073,ok,,True,6,True
1,common_top3,availability,questionable,0,-0.181639714718,1.30575136607,0.23588484095,0.399930968415,0.521886667977,2.08961606416,66,58,ok,,True,6,True
1,common_top5,overall,all,0,-0.137472674384,0.964021894477,0.0192334966773,0.0286518056499,0.907864355403,1.02017943355,3900,1297,ok,,True,6,True
1,common_top5,position,QB,0,-0.0825505044396,0.905246317536,0.0878815831068,0.113488620342,0.682808621667,1.12768401341,1300,379,ok,,True,6,True
1,common_top5,position,RB,0,-0.237353601368,0.573197483881,0.0681566034234,0.134312254219,0.309945465611,0.836449502151,1300,449,ok,,True,6,True
1,common_top5,position,WR,0,-0.50290202247,0.433935014577,0.128271576437,0.246850287927,-0.0498915497597,0.917761578914,988,366,ok,,True,6,True
1,common_top5,position,TE,0,-0.428321957688,0.567994522848,0.262845110542,0.489846642341,-0.392104896139,1.52809394184,312,103,ok,,True,6,True
1,common_top5,rate_bin,"(0.3, 0.4]",0,-0.447005638887,0.330505787616,4.28024532942,4.39270810398,-8.27920209619,8.94021367143,41,35,ok,,True,6,True
1,common_top5,rate_bin,"(0.4, 0.6]",0,-0.697501422942,0.0179617510506,0.265362286262,0.398512381349,-0.763122516394,0.799046018495,1183,574,ok,,True,6,True
1,common_top5,rate_bin,"(0.6, 0.8]",0,-0.275146744522,0.86209601357,0.216487091373,0.547330512076,-0.210671790099,1.93486381724,1017,514,ok,,True,6,True
1,common_top5,rate_bin,"(0.8, 1.0]",0,-0.268865513321,-0.249445343286,0.144375246885,0.95714895373,-2.1254572926,1.62656660602,267,196,ok,,True,5,True
1,common_top5,rate_bin,"(1.0, inf]",0,-0.151635880033,0.99391843047,0.074800230161,0.0973695429794,0.80307412623,1.18476273471,1392,451,ok,,True,6,True
1,common_top5,availability,full,0,-0.133748532595,0.958764070856,0.0193919481493,0.0289247299087,0.902071600234,1.01545654148,3778,1284,ok,,True,6,True
1,common_top5,availability,questionable,0,-0.225651842374,1.0846497655,0.17819519057,0.307480522075,0.481987942234,1.68731158877,122,98,ok,,True,6,True
1,common_top10,overall,all,0,-0.128188001072,0.958833142319,0.0150973620407,0.0217221701723,0.916257688782,1.00140859586,7800,1779,ok,,True,6,True
1,common_top10,position,QB,0,-0.160161094457,1.02779945166,0.0652969749702,0.0906706680495,0.850084942287,1.20551396104,2600,507,ok,,True,6,True
1,common_top10,position,RB,0,-0.207087629134,0.704747755506,0.0570689544622,0.0906344052497,0.527104321216,0.882391189795,2600,613,ok,,True,6,True
1,common_top10,position,WR,0,-0.538367828579,0.392168054189,0.106702893832,0.165138936904,0.0684957378574,0.71584037052,1973,497,ok,,True,6,True
1,common_top10,position,TE,0,-0.403271175328,0.721773841806,0.214898909809,0.329410478599,0.0761293037517,1.36741837986,627,162,ok,,True,6,True
1,common_top10,rate_bin,"(0.2, 0.3]",0,-4.42283877463,-2.59194902153,,,,,29,25,ok,cluster SEs suppressed: 25 < 30,True,7,False
1,common_top10,rate_bin,"(0.3, 0.4]",0,1.01820825194,1.88855480148,1.12082969873,1.11996715569,-0.306580823672,4.08369042663,407,244,ok,,True,6,True
1,common_top10,rate_bin,"(0.4, 0.6]",0,-0.385257522942,0.572410313029,0.172091945616,0.241036625867,0.0999785263303,1.04484209973,3128,1023,ok,,True,6,True
1,common_top10,rate_bin,"(0.6, 0.8]",0,-0.18397760275,1.05418385948,0.187292326762,0.469018026434,0.134908527665,1.97345919129,1273,587,ok,,True,6,True
1,common_top10,rate_bin,"(0.8, 1.0]",0,-0.199239034198,0.461057841233,0.127919147449,0.858087454754,-1.22079357008,2.14290925255,325,227,ok,,True,5,True
1,common_top10,rate_bin,"(1.0, inf]",0,-0.173267007554,1.04401592661,0.0613516038923,0.0849065409274,0.877599106389,1.21043274682,2638,566,ok,,True,6,True
1,common_top10,availability,full,0,-0.123232445251,0.954781029762,0.0151920064351,0.0219487585151,0.911761463072,0.997800596452,7504,1770,ok,,True,6,True
1,common_top10,availability,questionable,0,-0.342758833516,0.854268553489,0.119469012227,0.180512381875,0.500464285015,1.20807282196,296,208,ok,,True,6,True
1,selected_greedy,overall,all,0,-0.218994945503,1.03762315084,0.0423214934439,0.0584596780439,0.923042181876,1.15220411981,780,780,ok,,True,6,True
1,selected_greedy,position,QB,0,-0.0229238095969,0.817651045761,0.178928627981,0.209920245254,0.406207365063,1.22909472646,260,260,ok,,True,6,True
1,selected_greedy,position,RB,0,-0.217751381526,0.389039622337,0.0884401058024,0.268598720855,-0.13741387054,0.915493115213,260,260,ok,,True,5,True
1,selected_greedy,position,WR,0,-0.223458872206,1.76702185325,0.168857435552,0.528221804099,0.731707117211,2.80233658928,203,203,ok,,True,6,True
1,selected_greedy,position,TE,0,-0.515802224585,0.548529128292,0.308425940018,0.714316263946,-0.851530749042,1.94858900563,57,57,ok,,True,6,True
1,selected_greedy,rate_bin,"(0.4, 0.6]",0,-1.07150577961,-0.368708759205,2.08643024927,3.47873809493,-7.18703542526,6.44961790685,84,84,ok,,True,6,True
