schema_version,population,axis,level,horizon,n,outcomes_known,outcome_coverage,players,seasons,forecast_mean,planning_mean,actual_mean,forecast_over_actual,played_fraction,deviance_positive_rates,zero_lam_n,zero_lam_positive_outcome_n,zero_lam_outcome_tds
1,available,rate_bin,"(0.05, 0.1]",7+,91509,74351,0.812499317007,2073,15,0.0738972763141,0.0634027178966,0.120374978144,0.614133435671,0.695215935226,0.590267121356,0,0,0
1,available,rate_bin,"(0.1, 0.15]",7+,64124,52628,0.820722350446,1945,15,0.122667130059,0.105026263047,0.181481340731,0.677157446651,0.721593068329,0.756623643607,0,0,0
1,available,rate_bin,"(0.15, 0.2]",7+,39247,33556,0.854995286264,1455,15,0.173115309298,0.148443652246,0.228066515675,0.759382382797,0.696090118012,0.860675081516,0,0,0
1,available,rate_bin,"(0.2, 0.3]",7+,44379,38245,0.861781473219,1159,15,0.244410536802,0.209473967433,0.282285266048,0.865281524454,0.817727807557,0.892834871399,0,0,0
1,available,rate_bin,"(0.3, 0.4]",7+,24100,20613,0.85531120332,778,15,0.345747415204,0.296312550005,0.345849706496,0.999750532075,0.911803230971,0.926359569371,0,0,0
1,available,rate_bin,"(0.4, 0.6]",7+,23532,20229,0.859637939827,568,15,0.483797078291,0.414804721114,0.419496762074,1.15330818447,0.933610163626,0.976702693092,0,0,0
1,available,rate_bin,"(0.6, 0.8]",7+,9367,8121,0.866979822782,374,15,0.686652004083,0.589806367905,0.534293806182,1.28470762117,0.91158724295,1.12316622471,0,0,0
1,available,rate_bin,"(0.8, 1.0]",7+,5120,4399,0.8591796875,278,15,0.894133093709,0.768423917961,0.60786542396,1.47092616959,0.803137076608,1.30470154069,0,0,0
1,available,rate_bin,"(1.0, inf]",7+,24959,21859,0.875796305942,240,15,1.71094921896,1.46800139722,1.33592570566,1.29238707,0.81531634567,1.45135097199,0,0,0
1,available,availability,full,7+,363276,304284,0.837611072573,2331,15,0.29494021244,0.252986190972,0.301221884818,1.00882074374,0.75512021664,0.818298052479,0,0,0
1,depleted,overall,all,0,5405,5405,1,270,15,1.23152611226,1.23152611226,1.03274745606,1.1924755709,0.968732654949,1.07404234613,0,0,0
1,depleted,position,QB,0,1835,1835,1,61,15,2.25744640515,2.25744640515,1.91825613079,1.17682220269,0.9689373297,1.0882167655,0,0,0
1,depleted,position,RB,0,1769,1769,1,105,15,0.749696022688,0.749696022688,0.650084793669,1.15322805577,0.962690785755,1.08850879564,0,0,0
1,depleted,position,WR,0,1445,1445,1,79,15,0.650812320805,0.650812320805,0.518339100346,1.25557250142,0.979238754325,1.04298351368,0,0,0
1,depleted,position,TE,0,356,356,1,25,14,0.694798920317,0.694798920317,0.457865168539,1.51747494253,0.955056179775,1.05516258264,0,0,0
1,depleted,rate_bin,"(0.1, 0.15]",0,2,2,1,1,1,0.106591147569,0.106591147569,0,,0.5,0.213182295138,0,0,0
1,depleted,rate_bin,"(0.15, 0.2]",0,8,8,1,5,4,0.189703501515,0.189703501515,0.25,0.758814006059,0.5,1.06408445195,0,0,0
1,depleted,rate_bin,"(0.2, 0.3]",0,51,51,1,33,14,0.258863833912,0.258863833912,0.352941176471,0.733447529418,0.882352941176,1.0424534398,0,0,0
1,depleted,rate_bin,"(0.3, 0.4]",0,219,219,1,91,15,0.360885810302,0.360885810302,0.470319634703,0.767320315109,0.926940639269,1.03817909993,0,0,0
1,depleted,rate_bin,"(0.4, 0.6]",0,1095,1095,1,188,15,0.509403662578,0.509403662578,0.441095890411,1.15485923504,0.957077625571,0.9721193287,0,0,0
1,depleted,rate_bin,"(0.6, 0.8]",0,1146,1146,1,163,15,0.695062791587,0.695062791587,0.599476439791,1.15944972221,0.979930191972,1.10224406432,0,0,0
1,depleted,rate_bin,"(0.8, 1.0]",0,649,649,1,107,15,0.886657902973,0.886657902973,0.681047765794,1.30190266749,0.981510015408,1.11630234775,0,0,0
1,depleted,rate_bin,"(1.0, inf]",0,2235,2235,1,122,15,2.07277486791,2.07277486791,1.72125279642,1.20422454634,0.973154362416,1.10228675884,0,0,0
1,depleted,availability,full,0,5072,5072,1,266,15,1.26112357439,1.26112357439,1.0648659306,1.184302679,0.977326498423,1.07324203705,0,0,0
1,depleted,availability,questionable,0,333,333,1,129,15,0.780720322837,0.780720322837,0.543543543544,1.43635285914,0.837837837838,1.08623203887,0,0,0
1,common_top1,overall,all,0,780,780,1,284,15,1.26687412658,1.26687412658,1.03333333333,1.22600721927,0.970512820513,1.0341162039,0,0,0
1,common_top1,position,QB,0,260,260,1,66,15,2.25080244546,2.25080244546,1.89230769231,1.18944844679,0.953846153846,0.970454139325,0,0,0
1,common_top1,position,RB,0,260,260,1,112,15,0.831774672203,0.831774672203,0.742307692308,1.12052546514,0.976923076923,1.10710785373,0,0,0
1,common_top1,position,WR,0,203,203,1,80,15,0.721187995916,0.721187995916,0.458128078818,1.5742060556,0.975369458128,1.0090827279,0,0,0
1,common_top1,position,TE,0,57,57,1,26,15,0.706852718675,0.706852718675,0.491228070175,1.4389501773,1,1.08071451025,0,0,0
1,common_top1,rate_bin,"(0.4, 0.6]",0,84,84,1,74,15,0.546072494976,0.546072494976,0.428571428571,1.27416915494,0.988095238095,0.967448965189,0,0,0
1,common_top1,rate_bin,"(0.6, 0.8]",0,247,247,1,147,15,0.698462992247,0.698462992247,0.538461538462,1.29714555703,0.97975708502,1.05764999022,0,0,0
1,common_top1,rate_bin,"(0.8, 1.0]",0,128,128,1,84,15,0.878345414456,0.878345414456,0.75,1.17112721927,0.96875,1.03001235276,0,0,0
1,common_top1,rate_bin,"(1.0, inf]",0,321,321,1,106,15,2.04779799693,2.04779799693,1.68535825545,1.21505204624,0.959501557632,1.03508971099,0,0,0
1,common_top1,availability,full,0,767,767,1,280,15,1.27555123214,1.27555123214,1.03780964798,1.22908014454,0.971316818774,1.02733476383,0,0,0
1,common_top1,availability,questionable,0,13,13,1,13,8,0.754924898209,0.754924898209,0.769230769231,0.981402367671,0.923076923077,1.43422116791,0,0,0
1,common_top3,overall,all,0,2340,2340,1,373,15,1.15104571138,1.15104571138,0.977777777778,1.17720584118,0.970512820513,1.09573822829,0,0,0
1,common_top3,position,QB,0,780,780,1,83,15,2.07379588965,2.07379588965,1.79230769231,1.15705350066,0.946153846154,1.10056962721,0,0,0
1,common_top3,position,RB,0,780,780,1,140,15,0.729015275337,0.729015275337,0.665384615385,1.09562989357,0.980769230769,1.13160192842,0,0,0
1,common_top3,position,WR,0,606,606,1,113,15,0.652230688164,0.652230688164,0.476897689769,1.36765327691,0.985148514851,1.0444257841,0,0,0
1,common_top3,position,TE,0,174,174,1,37,15,0.643692292564,0.643692292564,0.471264367816,1.3658836452,0.98275862069,1.09202077956,0,0,0
1,common_top3,rate_bin,"(0.3, 0.4]",0,3,3,1,3,3,0.395701288908,0.395701288908,0.666666666667,0.593551933363,1,0.700917357853,0,0,0
1,common_top3,rate_bin,"(0.4, 0.6]",0,511,511,1,218,15,0.529827254904,0.529827254904,0.477495107632,1.10959724285,0.978473581213,1.08752235265,0,0,0
1,common_top3,rate_bin,"(0.6, 0.8]",0,724,724,1,216,15,0.686026443587,0.686026443587,0.548342541436,1.25109104574,0.986187845304,1.06732249275,0,0,0
1,common_top3,rate_bin,"(0.8, 1.0]",0,230,230,1,99,15,0.876849078066,0.876849078066,0.75652173913,1.15905337905,0.978260869565,1.08796554773,0,0,0
1,common_top3,rate_bin,"(1.0, inf]",0,872,872,1,128,15,1.97610057384,1.97610057384,1.6869266055,1.1714205985,0.950688073394,1.12755415044,0,0,0
1,common_top3,availability,full,0,2274,2274,1,373,15,1.16479189769,1.16479189769,0.991204925242,1.17512722952,0.973175021988,1.09765917844,0,0,0
1,common_top3,availability,questionable,0,66,66,1,54,15,0.677427110257,0.677427110257,0.515151515152,1.31500556697,0.878787878788,1.02955276401,0,0,0
1,common_top5,overall,all,0,3900,3900,1,426,15,1.07741808629,1.07741808629,0.930769230769,1.15755662164,0.964102564103,1.0804951928,0,0,0
1,common_top5,position,QB,0,1300,1300,1,93,15,1.95371091646,1.95371091646,1.68538461538,1.15920775509,0.93,1.12897891352,0,0,0
1,common_top5,position,RB,0,1300,1300,1,163,15,0.668280524249,0.668280524249,0.62,1.0778718133,0.977692307692,1.10015570506,0,0,0
1,common_top5,position,WR,0,988,988,1,128,15,0.612385753529,0.612385753529,0.486842105263,1.25787343968,0.984817813765,1.0024084734,0,0,0
1,common_top5,position,TE,0,312,312,1,42,15,0.603540189542,0.603540189542,0.487179487179,1.23884565222,0.983974358974,1.04383550013,0,0,0
1,common_top5,rate_bin,"(0.3, 0.4]",0,41,41,1,31,8,0.377622853988,0.377622853988,0.463414634146,0.814870369132,0.90243902439,0.866634673032,0,0,0
1,common_top5,rate_bin,"(0.4, 0.6]",0,1183,1183,1,291,15,0.519811841352,0.519811841352,0.491969568893,1.05659348508,0.979712595097,1.03431292113,0,0,0
1,common_top5,rate_bin,"(0.6, 0.8]",0,1017,1017,1,236,15,0.680428824944,0.680428824944,0.544739429695,1.24909046023,0.985250737463,1.06100680693,0,0,0
1,common_top5,rate_bin,"(0.8, 1.0]",0,267,267,1,106,15,0.876746735524,0.876746735524,0.790262172285,1.10943781225,0.98127340824,1.06107724512,0,0,0
1,common_top5,rate_bin,"(1.0, inf]",0,1392,1392,1,138,15,1.90044762777,1.90044762777,1.62643678161,1.16847309976,0.933908045977,1.14400538616,0,0,0
1,common_top5,availability,full,0,3778,3778,1,426,15,1.09073178737,1.09073178737,0.944150344097,1.15525222672,0.967178401271,1.08145264352,0,0,0
1,common_top5,availability,questionable,0,122,122,1,85,15,0.665129867631,0.665129867631,0.516393442623,1.28802926748,0.868852459016,1.05084561231,0,0,0
1,common_top10,overall,all,0,7800,7800,1,573,15,0.954583612756,0.954583612756,0.835128205128,1.14303840643,0.944871794872,1.08933934349,0,0,0
1,common_top10,position,QB,0,2600,2600,1,132,15,1.74246261909,1.74246261909,1.50884615385,1.15483120307,0.878461538462,1.23208035457,0,0,0
1,common_top10,position,RB,0,2600,2600,1,211,15,0.57602548478,0.57602548478,0.545769230769,1.05543781566,0.970769230769,1.04512395462,0,0,0
1,common_top10,position,WR,0,1973,1973,1,167,15,0.547367213542,0.547367213542,0.45869234668,1.19332100809,0.986315255955,0.98656406135,0,0,0
1,common_top10,position,TE,0,627,627,1,63,15,0.538640505768,0.538640505768,0.425837320574,1.26489736748,0.982456140351,1.00418625562,0,0,0
1,common_top10,rate_bin,"(0.2, 0.3]",0,29,29,1,24,4,0.285964397776,0.285964397776,0.310344827586,0.921440837277,0.896551724138,0.731603612509,0,0,0
1,common_top10,rate_bin,"(0.3, 0.4]",0,407,407,1,171,15,0.367768720495,0.367768720495,0.420147420147,0.875332568664,0.933660933661,0.941797275558,0,0,0
1,common_top10,rate_bin,"(0.4, 0.6]",0,3128,3128,1,408,15,0.495738698951,0.495738698951,0.454603580563,1.09048568939,0.981138107417,0.999017407644,0,0,0
1,common_top10,rate_bin,"(0.6, 0.8]",0,1273,1273,1,258,15,0.677799870148,0.677799870148,0.55223880597,1.22736733243,0.981146897093,1.06217727354,0,0,0
1,common_top10,rate_bin,"(0.8, 1.0]",0,325,325,1,130,15,0.880725446313,0.880725446313,0.772307692308,1.14038155399,0.926153846154,1.09177019459,0,0,0
1,common_top10,rate_bin,"(1.0, inf]",0,2638,2638,1,173,15,1.73920837288,1.73920837288,1.50037907506,1.15917930461,0.88893100834,1.235942172,0,0,0
1,common_top10,availability,full,0,7504,7504,1,572,15,0.966685374957,0.966685374957,0.849013859275,1.13859787375,0.94842750533,1.08910917336,0,0,0
1,common_top10,availability,questionable,0,296,296,1,155,15,0.647787587237,0.647787587237,0.483108108108,1.34087500575,0.85472972973,1.09517446735,0,0,0
1,selected_greedy,overall,all,0,780,780,1,284,15,1.26687412658,1.26687412658,1.03333333333,1.22600721927,0.970512820513,1.0341162039,0,0,0
1,selected_greedy,position,QB,0,260,260,1,66,15,2.25080244546,2.25080244546,1.89230769231,1.18944844679,0.953846153846,0.970454139325,0,0,0
1,selected_greedy,position,RB,0,260,260,1,112,15,0.831774672203,0.831774672203,0.742307692308,1.12052546514,0.976923076923,1.10710785373,0,0,0
1,selected_greedy,position,WR,0,203,203,1,80,15,0.721187995916,0.721187995916,0.458128078818,1.5742060556,0.975369458128,1.0090827279,0,0,0
1,selected_greedy,position,TE,0,57,57,1,26,15,0.706852718675,0.706852718675,0.491228070175,1.4389501773,1,1.08071451025,0,0,0
1,selected_greedy,rate_bin,"(0.4, 0.6]",0,84,84,1,74,15,0.546072494976,0.546072494976,0.428571428571,1.27416915494,0.988095238095,0.967448965189,0,0,0
1,selected_greedy,rate_bin,"(0.6, 0.8]",0,247,247,1,147,15,0.698462992247,0.698462992247,0.538461538462,1.29714555703,0.97975708502,1.05764999022,0,0,0
1,selected_greedy,rate_bin,"(0.8, 1.0]",0,128,128,1,84,15,0.878345414456,0.878345414456,0.75,1.17112721927,0.96875,1.03001235276,0,0,0
1,selected_greedy,rate_bin,"(1.0, inf]",0,321,321,1,106,15,2.04779799693,2.04779799693,1.68535825545,1.21505204624,0.959501557632,1.03508971099,0,0,0
1,selected_greedy,availability,full,0,767,767,1,280,15,1.27555123214,1.27555123214,1.03780964798,1.22908014454,0.971316818774,1.02733476383,0,0,0
1,selected_greedy,availability,questionable,0,13,13,1,13,8,0.754924898209,0.754924898209,0.769230769231,0.981402367671,0.923076923077,1.43422116791,0,0,0
1,selected_optimizer,overall,all,0,780,780,1,297,15,1.31908723071,1.31908723071,1.08846153846,1.21188226143,0.975641025641,1.07853890906,0,0,0
1,selected_optimizer,position,QB,0,260,260,1,68,15,2.35325046109,2.35325046109,1.98846153846,1.1834528431,0.957692307692,1.08210513081,0,0,0
1,selected_optimizer,position,RB,0,260,260,1,113,15,0.866515069105,0.866515069105,0.746153846154,1.1613088555,0.973076923077,1.13143981621,0,0,0
1,selected_optimizer,position,WR,0,204,204,1,88,15,0.735036145619,0.735036145619,0.509803921569,1.44180167025,0.995098039216,1.02642083775,0,0,0
1,selected_optimizer,position,TE,0,56,56,1,28,15,0.746457649991,0.746457649991,0.607142857143,1.22945965881,1,1.00622878466,0,0,0
1,selected_optimizer,rate_bin,"(0.3, 0.4]",0,1,1,1,1,1,0.384933575723,0.384933575723,1,0.384933575723,1,0.679236131783,0,0,0
1,selected_optimizer,rate_bin,"(0.4, 0.6]",0,98,98,1,84,15,0.545803914076,0.545803914076,0.387755102041,1.40759956788,0.989795918367,0.908685746359,0,0,0
1,selected_optimizer,rate_bin,"(0.6, 0.8]",0,205,205,1,139,15,0.691070198164,0.691070198164,0.570731707317,1.21084949251,0.980487804878,1.04655331352,0,0,0
1,selected_optimizer,rate_bin,"(0.8, 1.0]",0,124,124,1,84,15,0.883827550486,0.883827550486,0.798387096774,1.10701632586,0.983870967742,1.07231629823,0,0,0
1,selected_optimizer,rate_bin,"(1.0, inf]",0,352,352,1,122,15,2.05610885204,2.05610885204,1.6875,1.21843487528,0.965909090909,1.14778198733,0,0,0
1,selected_optimizer,availability,full,0,766,766,1,294,15,1.32559737834,1.32559737834,1.09921671018,1.20594725868,0.976501305483,1.07772214668,0,0,0
1,selected_optimizer,availability,questionable,0,14,14,1,13,10,0.962889153565,0.962889153565,0.5,1.92577830713,0.928571428571,1.12322747945,0,0,0
